filename,field,question,regex_answer,qa_answer,qa_score,agree,chosen_answer,chosen_source,service_type,current_charges,null_file
106797141.html,court_name,Як називається суд?,Надіслано судом: 18, Немирівського районного суду,0.5392276048660278,False,Надіслано судом: 18,regex,N/A,,
104202841.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 17.02.2022,0.3849409818649292,False,01.01.2019,regex,Contract,,
104202841.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, військової частини НОМЕР_1,0.4092593491077423,True,Військової частини НОМЕР_1,regex,Contract,,
104202841.html,occupation,Яка посада військовослужбовця?,," солдат,",0.7477152347564697,False," солдат,",qa,Contract,,
104202841.html,military_rank,Яке звання військовослужбовця?,солдат," солдат,",0.974876880645752,False,солдат,regex,Contract,,
104202841.html,offense_duration,Як довго тривав злочин?,,,0.5069255232810974,False,,,Contract,,
104202841.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.882012128829956,False, 2465,qa,Contract,,
104202841.html,court_name,Як називається суд?,Надіслано судом: 06, Первомайського міськрайонного суду Миколаївської області,0.6001096963882446,False,Надіслано судом: 06,regex,Contract,,
101276238.html,offense_date,"Якого дня, місяця та року відбувся злочин?",19 листопада 2021 року, 17.11.2021,0.5130980014801025,False,19 листопада 2021 року,regex,Contract,,
101276238.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_2, Військового інституту танкових військ,0.8042934536933899,False,військової частини НОМЕР_2,regex,Contract,,
101276238.html,occupation,Яка посада військовослужбовця?,, командиром 221 навчальної групи,0.5452092289924622,False, командиром 221 навчальної групи,qa,Contract,,
101276238.html,military_rank,Яке звання військовослужбовця?,солдат, командиром,0.4596615433692932,False,солдат,regex,Contract,,
101276238.html,offense_duration,Як довго тривав злочин?,9 год 50 хв," до десяти діб,",0.8784156441688538,False,9 год 50 хв,regex,Contract,,
101276238.html,fine_amount,Скільки гривень штрафу накладено?,," 4845,00",0.1863785684108734,False,,,Contract,,
101276238.html,court_name,Як називається суд?,Надіслано судом: 19, Жовтневого районного суду,0.3445660471916199,False,Надіслано судом: 19,regex,Contract,,
107132701.html,offense_date,"Якого дня, місяця та року відбувся злочин?",02 листопада 2022 року, 09.10.2022,0.6240361928939819,False,02 листопада 2022 року,regex,N/A,,
107132701.html,military_unit,Яка військова частина розглядається у справі?,, НОМЕР_1,0.31558698415756226,False, НОМЕР_1,qa,N/A,,
107132701.html,occupation,Яка посада військовослужбовця?,,,0.43835461139678955,False,,,N/A,,
107132701.html,military_rank,Яке звання військовослужбовця?,,,0.5945898294448853,False,,,N/A,,
107132701.html,offense_duration,Як довго тривав злочин?,,,0.4661214351654053,False,,,N/A,,
107132701.html,fine_amount,Скільки гривень штрафу накладено?,, 2465 грн. 00 коп.,0.4860682189464569,False, 2465 грн. 00 коп.,qa,N/A,,
107132701.html,court_name,Як називається суд?,Надіслано судом: 04, Оболонського районного суду м. Києва,0.5203359127044678,False,Надіслано судом: 04,regex,N/A,,
108849145.html,offense_date,"Якого дня, місяця та року відбувся злочин?",08 лютого 2023 року, 08 лютого,0.189842090010643,False,08 лютого 2023 року,regex,N/A,,
108849145.html,military_unit,Яка військова частина розглядається у справі?,,,0.12210485339164734,False,,,N/A,,
108849145.html,occupation,Яка посада військовослужбовця?,, сержант матеріального забезпечення,0.19181451201438904,False,,,N/A,,
108849145.html,military_rank,Яке звання військовослужбовця?,сержант, сержант,0.244512140750885,True,сержант,regex,N/A,,
108849145.html,offense_duration,Як довго тривав злочин?,,,0.7886209487915039,False,,,N/A,,
108849145.html,fine_amount,Скільки гривень штрафу накладено?,,,0.5582399368286133,False,,,N/A,,
108849145.html,court_name,Як називається суд?,Надіслано судом: 08, Великомихайлівського районного суду,0.7203649878501892,False,Надіслано судом: 08,regex,N/A,,
102238732.html,offense_date,"Якого дня, місяця та року відбувся злочин?",16 грудня 2021 року, 23.11.2021,0.8573096990585327,False,16 грудня 2021 року,regex,Contract,,
102238732.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_2, НОМЕР_2,0.7514339089393616,True,військової частини НОМЕР_2,regex,Contract,,
102238732.html,occupation,Яка посада військовослужбовця?,, військовослужбовцем служби за контрактом,0.45454689860343933,False, військовослужбовцем служби за контрактом,qa,Contract,,
102238732.html,military_rank,Яке звання військовослужбовця?,капітан," солдат,",0.5242103934288025,False,капітан,regex,Contract,,
102238732.html,offense_duration,Як довго тривав злочин?,," семи діб,",0.5019600987434387,False," семи діб,",qa,Contract,,
102238732.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7722370028495789,False, 2465,qa,Contract,,
102238732.html,court_name,Як називається суд?,Надіслано судом: 28, Генічеського районного суду Херсонської області,0.38441213965415955,False,Надіслано судом: 28,regex,Contract,,
106319237.html,offense_date,"Якого дня, місяця та року відбувся злочин?",19 вересня 2022 року, 19 вересня,0.5689696073532104,False,19 вересня 2022 року,regex,N/A,,
106319237.html,military_unit,Яка військова частина розглядається у справі?,,,0.4344882667064667,False,,,N/A,,
106319237.html,occupation,Яка посада військовослужбовця?,, головний сержант,0.9645689129829407,False, головний сержант,qa,N/A,,
106319237.html,military_rank,Яке звання військовослужбовця?,головний сержант, головний сержант,0.9374257326126099,True,головний сержант,regex,N/A,,
106319237.html,offense_duration,Як довго тривав злочин?,, тридцяти семи годин.,0.3611203730106354,False, тридцяти семи годин.,qa,N/A,,
106319237.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4555889666080475,False,,,N/A,,
106319237.html,court_name,Як називається суд?,Надіслано судом: 20, Бородянського районного суду Київської області,0.5978754758834839,False,Надіслано судом: 20,regex,N/A,,
107114633.html,offense_date,"Якого дня, місяця та року відбувся злочин?",31 жовтня 2022 року," 27.09.2022,",0.8269762992858887,False,31 жовтня 2022 року,regex,N/A,,
107114633.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_1,0.7171419858932495,True,Військової частини НОМЕР_1,regex,N/A,,
107114633.html,occupation,Яка посада військовослужбовця?,,,0.14111419022083282,False,,,N/A,,
107114633.html,military_rank,Яке звання військовослужбовця?,,,0.6286360621452332,False,,,N/A,,
107114633.html,offense_duration,Як довго тривав злочин?,,,0.6805949211120605,False,,,N/A,,
107114633.html,fine_amount,Скільки гривень штрафу накладено?,,,0.45056045055389404,False,,,N/A,,
107114633.html,court_name,Як називається суд?,Надіслано судом: 04, П О С Т А Н О В А ІМЕНЕМ УКРАЇНИ,0.16060295701026917,False,Надіслано судом: 04,regex,N/A,,
118954563.html,offense_date,"Якого дня, місяця та року відбувся злочин?",09 травня 2024 року, 09 травня,0.6015477180480957,False,09 травня 2024 року,regex,N/A,,
118954563.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.38035640120506287,True,військової частини НОМЕР_1,regex,N/A,,
118954563.html,occupation,Яка посада військовослужбовця?,, матроса,0.5965620875358582,False, матроса,qa,N/A,,
118954563.html,military_rank,Яке звання військовослужбовця?,матрос, матроса,0.561937153339386,False,матрос,regex,N/A,,
118954563.html,offense_duration,Як довго тривав злочин?,,,0.17136825621128082,False,,,N/A,,
118954563.html,fine_amount,Скільки гривень штрафу накладено?,, 8500,0.5491336584091187,False, 8500,qa,N/A,,
118954563.html,court_name,Як називається суд?,Надіслано судом: 10, Ізмаїльського міськрайонного суду Одеської області,0.6842910647392273,False,Надіслано судом: 10,regex,N/A,,
108151252.html,offense_date,"Якого дня, місяця та року відбувся злочин?",27 грудня 2022 року, 19.12.2022,0.6285133957862854,False,27 грудня 2022 року,regex,N/A,,
108151252.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, в/ч НОМЕР_1,0.8739153742790222,False,військової частини НОМЕР_1,regex,N/A,,
108151252.html,occupation,Яка посада військовослужбовця?,стрільця 3 відділення 1 стрілецького взводу 3 стрілецької роти 3 стрілецького ба, стрільця,0.4235130548477173,False,стрільця 3 відділення 1 стрілецького взводу 3 стрілецької роти 3 стрілецького ба,regex,N/A,,
108151252.html,military_rank,Яке звання військовослужбовця?,полковник, стрільця,0.34726396203041077,False,полковник,regex,N/A,,
108151252.html,offense_duration,Як довго тривав злочин?,,,0.5759950280189514,False,,,N/A,,
108151252.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.48460134863853455,False, 2465,qa,N/A,,
108151252.html,court_name,Як називається суд?,Надіслано судом: 28, Ужгородського міськрайонного суду Закарпатської області,0.5264642834663391,False,Надіслано судом: 28,regex,N/A,,
120315326.html,offense_date,"Якого дня, місяця та року відбувся злочин?",10 липня 2024 року, 17.05.2024,0.29381754994392395,False,10 липня 2024 року,regex,N/A,,
120315326.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, А1126під,0.8364691734313965,False,військової частини НОМЕР_1,regex,N/A,,
120315326.html,occupation,Яка посада військовослужбовця?,, головного сержанту - командира танку,0.5265467762947083,False, головного сержанту - командира танку,qa,N/A,,
120315326.html,military_rank,Яке звання військовослужбовця?,головний сержант, головного сержанту,0.46914827823638916,False,головний сержант,regex,N/A,,
120315326.html,offense_duration,Як довго тривав злочин?,,,0.3346115052700043,False,,,N/A,,
120315326.html,fine_amount,Скільки гривень штрафу накладено?,,,0.41210809350013733,False,,,N/A,,
120315326.html,court_name,Як називається суд?,Надіслано судом: 11, Красноармійського міськрайонного суду Донецької області,0.6022159457206726,False,Надіслано судом: 11,regex,N/A,,
109262935.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 14.12.2022,0.32892537117004395,False,01.01.2019,regex,Mobilisation,,
109262935.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, військової частини НОМЕР_1,0.33864346146583557,True,військової частини НОМЕР_1,regex,Mobilisation,,
109262935.html,occupation,Яка посада військовослужбовця?,," солдат військової строкової служби по мобілізації,",0.5383205413818359,False," солдат військової строкової служби по мобілізації,",qa,Mobilisation,,
109262935.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.5597900152206421,True,солдат,regex,Mobilisation,,
109262935.html,offense_duration,Як довго тривав злочин?,,,0.36627110838890076,False,,,Mobilisation,,
109262935.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.9379974603652954,False, 2465,qa,Mobilisation,,
109262935.html,court_name,Як називається суд?,Надіслано судом: 01, Гайсинського районного суду,0.30669212341308594,False,Надіслано судом: 01,regex,Mobilisation,,
108264149.html,offense_date,"Якого дня, місяця та року відбувся злочин?",05 січня 2023 року, 26.12.2022 року,0.36197230219841003,False,05 січня 2023 року,regex,Contract,,
108264149.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.566082239151001,True,військової частини НОМЕР_1,regex,Contract,,
108264149.html,occupation,Яка посада військовослужбовця?,," командира 3 стрілецької роти,",0.9698794484138489,False," командира 3 стрілецької роти,",qa,Contract,,
108264149.html,military_rank,Яке звання військовослужбовця?,капітан," командира 3 стрілецької роти,",0.9630457758903503,False,капітан,regex,Contract,,
108264149.html,offense_duration,Як довго тривав злочин?,,,0.35684219002723694,False,,,Contract,,
108264149.html,fine_amount,Скільки гривень штрафу накладено?,, 2720,0.7200373411178589,False, 2720,qa,Contract,,
108264149.html,court_name,Як називається суд?,Надіслано судом: 05, Овруцького районного суду Житомирської області,0.1154983714222908,False,Надіслано судом: 05,regex,Contract,,
109737126.html,offense_date,"Якого дня, місяця та року відбувся злочин?",21 березня 2023 року, 21 березня,0.17967218160629272,False,21 березня 2023 року,regex,N/A,,
109737126.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.29066523909568787,True,військової частини НОМЕР_1,regex,N/A,,
109737126.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.5755921006202698,False," строкової служби,",qa,N/A,,
109737126.html,military_rank,Яке звання військовослужбовця?,солдат, солдата,0.7415091395378113,False,солдат,regex,N/A,,
109737126.html,offense_duration,Як довго тривав злочин?,,,0.6457541584968567,False,,,N/A,,
109737126.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4309176802635193,False,,,N/A,,
109737126.html,court_name,Як називається суд?,Надіслано судом: 23, Карлівського районного суду,0.6166175603866577,False,Надіслано судом: 23,regex,N/A,,
110461529.html,offense_date,"Якого дня, місяця та року відбувся злочин?",19 квітня 2023 року, 03.12.2022 року,0.2624613344669342,False,19 квітня 2023 року,regex,N/A,,
110461529.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_1,0.5931814908981323,True,Військової частини НОМЕР_1,regex,N/A,,
110461529.html,occupation,Яка посада військовослужбовця?,, запасної роти,0.5412816405296326,False, запасної роти,qa,N/A,,
110461529.html,military_rank,Яке звання військовослужбовця?,солдат, солдат резерву запасної роти,0.20935550332069397,False,солдат,regex,N/A,,
110461529.html,offense_duration,Як довго тривав злочин?,,,0.3977043926715851,False,,,N/A,,
110461529.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4014655351638794,False,,,N/A,,
110461529.html,court_name,Як називається суд?,Надіслано судом: 27, Новомосковського міськрайонного суду,0.5533113479614258,False,Надіслано судом: 27,regex,N/A,,
107411097.html,offense_date,"Якого дня, місяця та року відбувся злочин?",21 листопада 2022 року, 21 листопада,0.664181649684906,False,21 листопада 2022 року,regex,N/A,,
107411097.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.524776041507721,True,військової частини НОМЕР_1,regex,N/A,,
107411097.html,occupation,Яка посада військовослужбовця?,," сержанта 16 запасної роти,",0.9725031852722168,False," сержанта 16 запасної роти,",qa,N/A,,
107411097.html,military_rank,Яке звання військовослужбовця?,сержант," сержанта 16 запасної роти,",0.9307030439376831,False,сержант,regex,N/A,,
107411097.html,offense_duration,Як довго тривав злочин?,,,0.7445743083953857,False,,,N/A,,
107411097.html,fine_amount,Скільки гривень штрафу накладено?,," 2465,00",0.6274335980415344,False," 2465,00",qa,N/A,,
107411097.html,court_name,Як називається суд?,Надіслано судом: 21, Центрально-Міський районний суд,0.46761685609817505,False,Надіслано судом: 21,regex,N/A,,
121830579.html,offense_date,"Якого дня, місяця та року відбувся злочин?",24 вересня 2024 року, 24 вересня,0.3872503340244293,False,24 вересня 2024 року,regex,N/A,,
121830579.html,military_unit,Яка військова частина розглядається у справі?,,,0.05573531612753868,False,,,N/A,,
121830579.html,occupation,Яка посада військовослужбовця?,, матрос,0.3191005289554596,False, матрос,qa,N/A,,
121830579.html,military_rank,Яке звання військовослужбовця?,матрос, матрос,0.39239171147346497,True,матрос,regex,N/A,,
121830579.html,offense_duration,Як довго тривав злочин?,,,0.24505625665187836,False,,,N/A,,
121830579.html,fine_amount,Скільки гривень штрафу накладено?,, 8500,0.6552687883377075,False, 8500,qa,N/A,,
121830579.html,court_name,Як називається суд?,Надіслано судом: 24, Великоолександрівського районного суду,0.11601176857948303,False,Надіслано судом: 24,regex,N/A,,
108623306.html,offense_date,"Якого дня, місяця та року відбувся злочин?",23 січня 2023 року, 22 січня,0.641377329826355,False,23 січня 2023 року,regex,N/A,,
108623306.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, Військової частини НОМЕР_1,0.6400647163391113,True,Військової частини НОМЕР_1,regex,N/A,,
108623306.html,occupation,Яка посада військовослужбовця?,," офіцера резерву,",0.8874398469924927,False," офіцера резерву,",qa,N/A,,
108623306.html,military_rank,Яке звання військовослужбовця?,резерву," офіцера резерву,",0.9443554878234863,False,резерву,regex,N/A,,
108623306.html,offense_duration,Як довго тривав злочин?,,,0.4772981107234955,False,,,N/A,,
108623306.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7853308320045471,False, 2465,qa,N/A,,
108623306.html,court_name,Як називається суд?,Надіслано судом: 27, Голосіївського районного суду м. Києва,0.5236427187919617,False,Надіслано судом: 27,regex,N/A,,
106001652.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01 вересня 2022 року, 01 вересня,0.4635881781578064,False,01 вересня 2022 року,regex,N/A,,
106001652.html,military_unit,Яка військова частина розглядається у справі?,,,0.2854319214820862,False,,,N/A,,
106001652.html,occupation,Яка посада військовослужбовця?,, Солдат,0.4898766279220581,False, Солдат,qa,N/A,,
106001652.html,military_rank,Яке звання військовослужбовця?,солдат, Солдат,0.6524909138679504,True,солдат,regex,N/A,,
106001652.html,offense_duration,Як довго тривав злочин?,,,0.5979594588279724,False,,,N/A,,
106001652.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6821289658546448,False, 2465,qa,N/A,,
106001652.html,court_name,Як називається суд?,Надіслано судом: 01, Переяслав-Хмельницького міськрайонного суду Київської області,0.5904833078384399,False,Надіслано судом: 01,regex,N/A,,
102787581.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019,,0.16971784830093384,False,01.01.2019,regex,Mobilisation,,
102787581.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_1,0.3213053047657013,True,Військової частини НОМЕР_1,regex,Mobilisation,,
102787581.html,occupation,Яка посада військовослужбовця?,, стрілець-помічник гранатометника,0.5021148920059204,False, стрілець-помічник гранатометника,qa,Mobilisation,,
102787581.html,military_rank,Яке звання військовослужбовця?,лейтенант, стрілець-помічник гранатометника,0.5145010352134705,False,лейтенант,regex,Mobilisation,,
102787581.html,offense_duration,Як довго тривав злочин?,,,0.6219342947006226,False,,,Mobilisation,,
102787581.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.8362585306167603,False, 2465,qa,Mobilisation,,
102787581.html,court_name,Як називається суд?,Надіслано судом: 27, Білоцерківського міськрайонного суду Київської області,0.704974889755249,False,Надіслано судом: 27,regex,Mobilisation,,
107111962.html,offense_date,"Якого дня, місяця та року відбувся злочин?",04 листопада 2022 року, 04 листопада,0.24910704791545868,False,04 листопада 2022 року,regex,Mobilisation,,
107111962.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, Військової частини НОМЕР_1,0.7933905720710754,True,Військової частини НОМЕР_1,regex,Mobilisation,,
107111962.html,occupation,Яка посада військовослужбовця?,сержанта матеріального забезпечення військової частини НОМЕР_1," сержант,",0.5337050557136536,False,сержанта матеріального забезпечення військової частини НОМЕР_1,regex,Mobilisation,,
107111962.html,military_rank,Яке звання військовослужбовця?,майор," сержант,",0.9745383858680725,False,майор,regex,Mobilisation,,
107111962.html,offense_duration,Як довго тривав злочин?,, 4 доби,0.6783126592636108,False, 4 доби,qa,Mobilisation,,
107111962.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6422653198242188,False, 2465,qa,Mobilisation,,
107111962.html,court_name,Як називається суд?,Надіслано судом: 04, П О С Т А Н О В А ІМЕНЕМ УКРАЇНИ,0.6686260104179382,False,Надіслано судом: 04,regex,Mobilisation,,
106849890.html,offense_date,"Якого дня, місяця та року відбувся злочин?",20 жовтня 2022 року, 30.07.2022 року,0.5995755195617676,False,20 жовтня 2022 року,regex,N/A,,
106849890.html,military_unit,Яка військова частина розглядається у справі?,, в/ч НОМЕР_2,0.6333774328231812,False, в/ч НОМЕР_2,qa,N/A,,
106849890.html,occupation,Яка посада військовослужбовця?,, молодший сержант,0.8394128680229187,False, молодший сержант,qa,N/A,,
106849890.html,military_rank,Яке звання військовослужбовця?,сержант, молодший сержант,0.9468317627906799,False,сержант,regex,N/A,,
106849890.html,offense_duration,Як довго тривав злочин?,," до 10 діб,",0.3245939612388611,False," до 10 діб,",qa,N/A,,
106849890.html,fine_amount,Скільки гривень штрафу накладено?,, 2 465,0.48091647028923035,False, 2 465,qa,N/A,,
106849890.html,court_name,Як називається суд?,Надіслано судом: 20, Івано-Франківського міського суду Івано-Франківської області,0.33178675174713135,False,Надіслано судом: 20,regex,N/A,,
107534541.html,offense_date,"Якого дня, місяця та року відбувся злочин?",31 жовтня 2022 року, 11 жовтня,0.44917061924934387,False,31 жовтня 2022 року,regex,N/A,,
107534541.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_2, НОМЕР_2,0.39895913004875183,True,військової частини НОМЕР_2,regex,N/A,,
107534541.html,occupation,Яка посада військовослужбовця?,,,0.17219749093055725,False,,,N/A,,
107534541.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.3089565932750702,True,солдат,regex,N/A,,
107534541.html,offense_duration,Як довго тривав злочин?,,,0.19830463826656342,False,,,N/A,,
107534541.html,fine_amount,Скільки гривень штрафу накладено?,, 2 465,0.7216543555259705,False, 2 465,qa,N/A,,
107534541.html,court_name,Як називається суд?,Надіслано судом: 28, Білоцерківського міськрайонного суду Київської області,0.44141170382499695,False,Надіслано судом: 28,regex,N/A,,
104781334.html,offense_date,"Якого дня, місяця та року відбувся злочин?",15 червня 2022 року," 26.05.2022,",0.2372206151485443,False,15 червня 2022 року,regex,N/A,,
104781334.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, Військової частини НОМЕР_1,0.5245459675788879,True,Військової частини НОМЕР_1,regex,N/A,,
104781334.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.9180446267127991,False," строкової служби,",qa,N/A,,
104781334.html,military_rank,Яке звання військовослужбовця?,сержант, сержанта,0.9313005208969116,False,сержант,regex,N/A,,
104781334.html,offense_duration,Як довго тривав злочин?,, 22 годин 30 хвилин.,0.48221856355667114,False, 22 годин 30 хвилин.,qa,N/A,,
104781334.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6561664938926697,False, 2465,qa,N/A,,
104781334.html,court_name,Як називається суд?,Надіслано судом: 16, Самарський районний суд м. Дніпропетровська,0.7033441066741943,False,Надіслано судом: 16,regex,N/A,,
104386335.html,offense_date,"Якого дня, місяця та року відбувся злочин?",03 листопада 2020 року, 17.05.2022 року,0.29844507575035095,False,03 листопада 2020 року,regex,N/A,172,
104386335.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.555700421333313,True,військової частини НОМЕР_1,regex,N/A,172,
104386335.html,occupation,Яка посада військовослужбовця?,стрільця відділення №1 стрілецького взводу 4 стрілецької роти військової частини, стрільця,0.45163431763648987,False,стрільця відділення №1 стрілецького взводу 4 стрілецької роти військової частини,regex,N/A,172,
104386335.html,military_rank,Яке звання військовослужбовця?,солдат, стрільця,0.22570236027240753,False,солдат,regex,N/A,172,
104386335.html,offense_duration,Як довго тривав злочин?,,,0.39246317744255066,False,,,N/A,172,
104386335.html,fine_amount,Скільки гривень штрафу накладено?,,,0.3834979832172394,False,,,N/A,172,
104386335.html,court_name,Як називається суд?,Надіслано судом: 20, Татарбунарського районного суду,0.0723109021782875,False,Надіслано судом: 20,regex,N/A,172,
100337404.html,offense_date,"Якого дня, місяця та року відбувся злочин?",11 жовтня 2021 року, 06.10.2021,0.5988103151321411,False,11 жовтня 2021 року,regex,Contract,,
100337404.html,military_unit,Яка військова частина розглядається у справі?,,,0.22225889563560486,False,,,Contract,,
100337404.html,occupation,Яка посада військовослужбовця?,, солдата військової служби за контрактом,0.8560541272163391,False, солдата військової служби за контрактом,qa,Contract,,
100337404.html,military_rank,Яке звання військовослужбовця?,солдат, солдата військової служби за контрактом,0.34863030910491943,False,солдат,regex,Contract,,
100337404.html,offense_duration,Як довго тривав злочин?,, з 14.00 годин 06.10.2021 по 09.00 годин 11.10.2021,0.5734182596206665,False, з 14.00 годин 06.10.2021 по 09.00 годин 11.10.2021,qa,Contract,,
100337404.html,fine_amount,Скільки гривень штрафу накладено?,," 2465,00",0.6716323494911194,False," 2465,00",qa,Contract,,
100337404.html,court_name,Як називається суд?,Надіслано судом: 13, Шевченківського районного суду м. Запоріжжя,0.4006900191307068,False,Надіслано судом: 13,regex,Contract,,
105991796.html,offense_date,"Якого дня, місяця та року відбувся злочин?",23 серпня 2022 року, 23 серпня,0.2782958447933197,False,23 серпня 2022 року,regex,N/A,,
105991796.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.5331933498382568,True,військової частини НОМЕР_1,regex,N/A,,
105991796.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.5102930665016174,False," строкової служби,",qa,N/A,,
105991796.html,military_rank,Яке звання військовослужбовця?,підполковник," солдат,якапроживає",0.527312695980072,False,підполковник,regex,N/A,,
105991796.html,offense_duration,Як довго тривав злочин?,," до десяти діб,",0.3481379747390747,False," до десяти діб,",qa,N/A,,
105991796.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4494270086288452,False,,,N/A,,
105991796.html,court_name,Як називається суд?,Надіслано судом: 31, Центрально-Міського районного суду,0.1243414580821991,False,Надіслано судом: 31,regex,N/A,,
104915278.html,offense_date,"Якого дня, місяця та року відбувся злочин?",21 червня 2022 року, 16.06.2022,0.8123591542243958,False,21 червня 2022 року,regex,N/A,,
104915278.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_2," НОМЕР_2,",0.4600556790828705,False,військової частини НОМЕР_2,regex,N/A,,
104915278.html,occupation,Яка посада військовослужбовця?,, Рядовий,0.8863555788993835,False, Рядовий,qa,N/A,,
104915278.html,military_rank,Яке звання військовослужбовця?,підполковник, Рядовий,0.3325079381465912,False,підполковник,regex,N/A,,
104915278.html,offense_duration,Як довго тривав злочин?,, з 08:30 до 09:00,0.19660356640815735,False,,,N/A,,
104915278.html,fine_amount,Скільки гривень штрафу накладено?,, 3400,0.7705496549606323,False, 3400,qa,N/A,,
104915278.html,court_name,Як називається суд?,Надіслано судом: 24, Лебединського районного суду,0.5251789689064026,False,Надіслано судом: 24,regex,N/A,,
105029161.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 01.07.2022.,0.09871919453144073,False,01.01.2019,regex,N/A,,
105029161.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_2, НОМЕР_2,0.486179381608963,True,військової частини НОМЕР_2,regex,N/A,,
105029161.html,occupation,Яка посада військовослужбовця?,, командира взводу-викладача,0.2637823820114136,False, командира взводу-викладача,qa,N/A,,
105029161.html,military_rank,Яке звання військовослужбовця?,, командира взводу-викладача,0.27170175313949585,False, командира взводу-викладача,qa,N/A,,
105029161.html,offense_duration,Як довго тривав злочин?,,,0.740224301815033,False,,,N/A,,
105029161.html,fine_amount,Скільки гривень штрафу накладено?,,,0.5122008323669434,False,,,N/A,,
105029161.html,court_name,Як називається суд?,Надіслано судом: 01, І.М.Матвіїв,0.6878308653831482,False,Надіслано судом: 01,regex,N/A,,
107545814.html,offense_date,"Якого дня, місяця та року відбувся злочин?",27 жовтня 2022 року, 22.10.2022р,0.7436301112174988,False,27 жовтня 2022 року,regex,N/A,,
107545814.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.41736680269241333,True,військової частини НОМЕР_1,regex,N/A,,
107545814.html,occupation,Яка посада військовослужбовця?,," водій 2 аеромобільно-десантної роти, солдат,",0.8512075543403625,False," водій 2 аеромобільно-десантної роти, солдат,",qa,N/A,,
107545814.html,military_rank,Яке звання військовослужбовця?,солдат," солдат,",0.681482195854187,False,солдат,regex,N/A,,
107545814.html,offense_duration,Як довго тривав злочин?,,,0.4793446660041809,False,,,N/A,,
107545814.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7074082493782043,False, 2465,qa,N/A,,
107545814.html,court_name,Як називається суд?,Надіслано судом: 29, П О С Т А Н О В А ІМЕНЕМ УКРАЇНИ,0.14145080745220184,False,Надіслано судом: 29,regex,N/A,,
100200550.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 18.09.2021,0.9435820579528809,False,01.01.2019,regex,Mobilisation,,
100200550.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.631351113319397,True,військової частини НОМЕР_1,regex,Mobilisation,,
